"neighborhood","url","ds","title.short"
"brooklynheights","http://gothamist.com/2007/05/07/congestion_pric_1.php","20070507","congestion pric 1"
"brooklynheights","http://gothamist.com/2007/05/01/extra_extra_501.php","20070501","extra extra 501"
"brooklynheights","http://gothamist.com/2007/04/19/dumbo_hearing_c.php","20070419","dumbo hearing c"
"brooklynheights","http://gothamist.com/2007/04/05/_of_the_many_ba.php","20070405"," of the many ba"
"brooklynheights","http://gothamist.com/2007/04/04/streets_paved_w.php","20070404","streets paved w"
"brooklynheights","http://gothamist.com/2007/03/30/brooklyn_drinks_10.php","20070330","brooklyn drinks 10"
"brooklynheights","http://gothamist.com/2007/03/26/extra_extra_464.php","20070326","extra extra 464"
"brooklynheights","http://gothamist.com/2007/03/23/extra_extra_461.php","20070323","extra extra 461"
"brooklynheights","http://gothamist.com/2007/03/22/extra_extra.php","20070322","extra extra"
"brooklynheights","http://gothamist.com/2007/03/21/extra_extra_460.php","20070321","extra extra 460"
"brooklynheights","http://gothamist.com/2007/03/20/extra_extra_459.php","20070320","extra extra 459"
"brooklynheights","http://gothamist.com/2007/03/19/extra_extra_458.php","20070319","extra extra 458"
"brooklynheights","http://gothamist.com/2007/03/17/extra_extra_456.php","20070317","extra extra 456"
"brooklynheights","http://gothamist.com/2007/03/14/extra_extra_453.php","20070314","extra extra 453"
"brooklynheights","http://gothamist.com/2007/03/09/extra_extra_448.php","20070309","extra extra 448"
"brooklynheights","http://gothamist.com/2007/03/09/brooklyn_drinks_8.php","20070309","brooklyn drinks 8"
"brooklynheights","http://gothamist.com/2007/02/17/extra_extra_428.php","20070217","extra extra 428"
"brooklynheights","http://gothamist.com/2007/02/08/extra_extra_419.php","20070208","extra extra 419"
"brooklynheights","http://gothamist.com/2007/02/06/extra_extra_417.php","20070206","extra extra 417"
"brooklynheights","http://gothamist.com/2007/02/06/bank_robbery_su.php","20070206","bank robbery su"
"brooklynheights","http://gothamist.com/2007/02/05/extra_extra_416.php","20070205","extra extra 416"
"brooklynheights","http://gothamist.com/2007/01/19/pencil_this_in_159.php","20070119","pencil this in 159"
"brooklynheights","http://gothamist.com/2007/01/15/_today_on_the_g.php","20070115"," today on the g"
"brooklynheights","http://gothamist.com/2007/01/05/bucks_lodge_bro.php","20070105","bucks lodge bro"
"brooklynheights","http://gothamist.com/2007/01/02/curses_brooklyn.php","20070102","curses brooklyn"
"brooklynheights","http://gothamist.com/2006/12/14/trash_truck_kil.php","20061214","trash truck kil"
"brooklynheights","http://gothamist.com/2006/12/13/extra_extra_363.php","20061213","extra extra 363"
"brooklynheights","http://gothamist.com/2006/11/26/extra_extra_347.php","20061126","extra extra 347"
"brooklynheights","http://gothamist.com/2006/11/21/extra_extra_342.php","20061121","extra extra 342"
"brooklynheights","http://gothamist.com/2006/10/12/top_50_blocks_i.php","20061012","top 50 blocks i"
"brooklynheights","http://gothamist.com/2006/10/11/fair_housing_gr.php","20061011","fair housing gr"
"brooklynheights","http://gothamist.com/2006/10/06/your_street_mig.php","20061006","your street mig"
"brooklynheights","http://gothamist.com/2006/09/17/not_so_stealthy.php","20060917","not so stealthy"
"brooklynheights","http://gothamist.com/2006/09/14/canning_time.php","20060914","canning time"
"brooklynheights","http://gothamist.com/2006/09/02/september_11_pu.php","20060902","september 11 pu"
"brooklynheights","http://gothamist.com/2006/08/28/sanitation_work.php","20060828","sanitation work"
"brooklynheights","http://gothamist.com/2006/08/10/calling_all_pre.php","20060810","calling all pre"
"brooklynheights","http://gothamist.com/2006/07/26/pencil_this_in_39.php","20060726","pencil this in 39"
"brooklynheights","http://gothamist.com/2006/07/21/pencil_this_in_36.php","20060721","pencil this in 36"
"brooklynheights","http://gothamist.com/2006/07/16/sites_compete_t.php","20060716","sites compete t"
"brooklynheights","http://gothamist.com/2006/07/14/nick_guthe_dire.php","20060714","nick guthe dire"
"brooklynheights","http://gothamist.com/2006/07/11/happy_70th_birt.php","20060711","happy 70th birt"
"brooklynheights","http://gothamist.com/2006/06/22/the_hungry_cabb_6.php","20060622","the hungry cabb 6"
"brooklynheights","http://gothamist.com/2006/06/13/red_hook_today.php","20060613","red hook today"
"brooklynheights","http://gothamist.com/2006/06/04/extra_extra_175.php","20060604","extra extra 175"
"brooklynheights","http://gothamist.com/2006/05/16/post_75.php","20060516","post 75"
"brooklynheights","http://gothamist.com/2006/05/03/greenpoint_term.php","20060503","greenpoint term"
"brooklynheights","http://gothamist.com/2006/04/27/extra_extra_139.php","20060427","extra extra 139"
"brooklynheights","http://gothamist.com/2006/04/05/can_you_tell_me_1.php","20060405","can you tell me 1"
"brooklynheights","http://gothamist.com/2006/03/15/spike_lee_on_ny.php","20060315","spike lee on ny"
"brooklynheights","http://gothamist.com/2006/02/19/wifi_in_the_par.php","20060219","wifi in the par"
"brooklynheights","http://gothamist.com/2006/02/02/post_37.php","20060202","post 37"
"brooklynheights","http://gothamist.com/2006/01/09/_bubble_inflati.php","20060109"," bubble inflati"
"brooklynheights","http://gothamist.com/2005/12/01/out_of_the_zone_1.php","20051201","out of the zone 1"
"brooklynheights","http://gothamist.com/2005/11/24/giving_the_cran.php","20051124","giving the cran"
"brooklynheights","http://gothamist.com/2005/11/20/the_city_accord.php","20051120","the city accord"
"brooklynheights","http://gothamist.com/2005/11/17/are_you_game_1.php","20051117","are you game 1"
"brooklynheights","http://gothamist.com/2005/11/03/hicks_getting_swanky.php","20051103","hicks getting swanky"
"brooklynheights","http://gothamist.com/2005/10/20/pretty_lights_on_water_street.php","20051020","pretty lights on water street"
"brooklynheights","http://gothamist.com/2005/10/17/brian_mccann_late_night_with_conan_obrien_writer.php","20051017","brian mccann late night with conan obrien writer"
"brooklynheights","http://gothamist.com/2005/09/29/survivor_the_brooklyn_restaurant_edition.php","20050929","survivor the brooklyn restaurant edition"
"brooklynheights","http://gothamist.com/2006/02/02/post_37.php","20060202","post 37"
"brooklynheights","http://gothamist.com/2006/01/09/_bubble_inflati.php","20060109"," bubble inflati"
"brooklynheights","http://gothamist.com/2005/12/01/out_of_the_zone_1.php","20051201","out of the zone 1"
"brooklynheights","http://gothamist.com/2005/11/24/giving_the_cran.php","20051124","giving the cran"
"brooklynheights","http://gothamist.com/2005/11/20/the_city_accord.php","20051120","the city accord"
"brooklynheights","http://gothamist.com/2005/11/17/are_you_game_1.php","20051117","are you game 1"
"brooklynheights","http://gothamist.com/2005/11/03/hicks_getting_swanky.php","20051103","hicks getting swanky"
"brooklynheights","http://gothamist.com/2005/10/20/pretty_lights_on_water_street.php","20051020","pretty lights on water street"
"brooklynheights","http://gothamist.com/2005/10/17/brian_mccann_late_night_with_conan_obrien_writer.php","20051017","brian mccann late night with conan obrien writer"
"brooklynheights","http://gothamist.com/2005/09/29/survivor_the_brooklyn_restaurant_edition.php","20050929","survivor the brooklyn restaurant edition"
"brooklynheights","http://gothamist.com/2005/09/18/where_to_kiss_memorably.php","20050918","where to kiss memorably"
"brooklynheights","http://gothamist.com/2005/07/25/nyc_as_everywhere.php","20050725","nyc as everywhere"
"brooklynheights","http://gothamist.com/2005/07/21/virtuous_vittles.php","20050721","virtuous vittles"
"brooklynheights","http://gothamist.com/2005/07/07/is_popcorn_passe.php","20050707","is popcorn passe"
"brooklynheights","http://gothamist.com/2005/06/09/montague_death_knell.php","20050609","montague death knell"
"brooklynheights","http://gothamist.com/2005/06/02/bag_the_dag.php","20050602","bag the dag"
"brooklynheights","http://gothamist.com/2005/05/18/one_two_tree.php","20050518","one two tree"
"brooklynheights","http://gothamist.com/2005/05/12/atlantics_changing_foodscape.php","20050512","atlantics changing foodscape"
"brooklynheights","http://gothamist.com/2005/05/05/derby_day_in_brooklyn.php","20050505","derby day in brooklyn"
"brooklynheights","http://gothamist.com/2005/04/14/dont_kill_the_dream.php","20050414","dont kill the dream"
"brooklynheights","http://gothamist.com/2005/04/01/rezoning_greenpoint_and_williamsburg.php","20050401","rezoning greenpoint and williamsburg"
"brooklynheights","http://gothamist.com/2005/03/31/brooklyn_heights_cabbie_stabbing.php","20050331","brooklyn heights cabbie stabbing"
"brooklynheights","http://gothamist.com/2005/02/04/in_brooklyn_with_bite_cafe_el_cubanito.php","20050204","in brooklyn with bite cafe el cubanito"
"brooklynheights","http://gothamist.com/2005/01/27/i_want_my_chip_shop.php","20050127","i want my chip shop"
"brooklynheights","http://gothamist.com/2005/01/25/electrical_shocks.php","20050125","electrical shocks"
"brooklynheights","http://gothamist.com/2005/01/13/bbq_blahs_in_brooklyn.php","20050113","bbq blahs in brooklyn"
"brooklynheights","http://gothamist.com/2004/12/06/dumbo_will_get_jehovahd.php","20041206","dumbo will get jehovahd"
"brooklynheights","http://gothamist.com/2004/12/02/dateing_in_brooklyn.php","20041202","dateing in brooklyn"
"brooklynheights","http://gothamist.com/2004/11/25/sick_of_turkey_yet.php","20041125","sick of turkey yet"
"brooklynheights","http://gothamist.com/2004/10/21/elizabeth_shapiro_founder_of_politipunk.php","20041021","elizabeth shapiro founder of politipunk"
"brooklynheights","http://gothamist.com/2004/10/07/montague_street_the_101.php","20041007","montague street the 101"
"brooklynheights","http://gothamist.com/2004/09/10/dishy.php","20040910","dishy"
"brooklynheights","http://gothamist.com/2004/09/10/kevin_walsh_forgotten_ny.php","20040910","kevin walsh forgotten ny"
"brooklynheights","http://gothamist.com/2004/09/08/amy_sohn_novelist_and_journalist.php","20040908","amy sohn novelist and journalist"
"brooklynheights","http://gothamist.com/2004/09/02/all_that_ales_you.php","20040902","all that ales you"
"brooklynheights","http://gothamist.com/2004/08/26/the_empire_of_feh_misadventures_of_a_restauranteur_in_kings_county.php","20040826","the empire of feh misadventures of a restauranteur in kings county"
"brooklynheights","http://gothamist.com/2004/08/18/borough_hall_greenmarket.php","20040818","borough hall greenmarket"
"brooklynheights","http://gothamist.com/2004/08/17/girlynyc_panty_blogger.php","20040817","girlynyc panty blogger"
"brooklynheights","http://gothamist.com/2004/08/13/blackout_celebrations.php","20040813","blackout celebrations"
"brooklynheights","http://gothamist.com/2004/08/06/hidden_restaurant_crouching_cocktail.php","20040806","hidden restaurant crouching cocktail"
"brooklynheights","http://gothamist.com/2004/07/30/bob_mckee_local_music_now.php","20040730","bob mckee local music now"
"brooklynheights","http://gothamist.com/2004/06/28/ted_leo_the_pharmacists_trade_lab_coats_for_raincoats.php","20040628","ted leo the pharmacists trade lab coats for raincoats"
"brooklynheights","http://gothamist.com/2004/04/23/doctor_doctor_give_me_the_news.php","20040423","doctor doctor give me the news"
"brooklynheights","http://gothamist.com/2004/04/02/dan_shanoff_sports_columnist.php","20040402","dan shanoff sports columnist"
"brooklynheights","http://gothamist.com/2004/03/01/the_high_line_on_a_fine_day.php","20040301","the high line on a fine day"
"brooklynheights","http://gothamist.com/2003/11/07/no_ashtray_for_you.php","20031107","no ashtray for you"
"brooklynheights","http://gothamist.com/2003/07/12/previously_on_gothamist.php","20030712","previously on gothamist"
"brooklynheights","http://gothamist.com/2003/07/10/tour_of_the_citys_brooklyn_heights_brownstone.php","20030710","tour of the citys brooklyn heights brownstone"
"brooklynheights","http://gothamist.com/2003/07/09/chancellors_townhouse_up_for_grabs.php","20030709","chancellors townhouse up for grabs"
"brooklynheights","http://gothamist.com/2003/04/01/gothamist_armchair_detectives_brooklyn_pipe_bomb.php","20030401","gothamist armchair detectives brooklyn pipe bomb"
"brooklynheights","http://gothamist.com/2017/02/24/brooklyn_heights_oldest_dream_home.php","20170224","brooklyn heights oldest dream home"
"brooklynheights","http://gothamist.com/2017/01/22/bk_heights_home_4_sale.php","20170122","bk heights home 4 sale"
"brooklynheights","http://gothamist.com/2016/11/18/adam_yauch_park_swastikas.php","20161118","adam yauch park swastikas"
"brooklynheights","http://gothamist.com/2016/11/02/bqe_decay_repair_project.php","20161102","bqe decay repair project"
"brooklynheights","http://gothamist.com/2016/08/22/jalapa_jar_breakfast_tacos.php","20160822","jalapa jar breakfast tacos"
"brooklynheights","http://gothamist.com/2016/08/02/david_attie_brooklyn_photos.php","20160802","david attie brooklyn photos"
"brooklynheights","http://gothamist.com/2016/07/19/video_shows_man_sucker-punched_on_b.php","20160719","video shows man sucker-punched on b"
"brooklynheights","http://gothamist.com/2016/07/12/judge_tosses_lawsuit_seeking_to_blo.php","20160712","judge tosses lawsuit seeking to blo"
"brooklynheights","http://gothamist.com/2016/06/10/levar_show_arrest_brooklyn_bridge_p.php","20160610","levar show arrest brooklyn bridge p"
"brooklynheights","http://gothamist.com/2016/06/08/omfg_breakfast_tacos.php","20160608","omfg breakfast tacos"
"brooklynheights","http://gothamist.com/2016/06/07/brooklyn_bridge_park_murder.php","20160607","brooklyn bridge park murder"
"brooklynheights","http://gothamist.com/2016/05/23/brooklyn_library_luxury_condo.php","20160523","brooklyn library luxury condo"
"brooklynheights","http://gothamist.com/2016/05/19/beasts_and_bottles_brooklyn_heights.php","20160519","beasts and bottles brooklyn heights"
"brooklynheights","http://gothamist.com/2016/05/09/rezoning_update.php","20160509","rezoning update"
"brooklynheights","http://gothamist.com/2016/05/03/brooklyns_first_permanent_cat_cafe.php","20160503","brooklyns first permanent cat cafe"
"brooklynheights","http://gothamist.com/2016/04/15/brooklyn_heights_megamansion.php","20160415","brooklyn heights megamansion"
"brooklynheights","http://gothamist.com/2016/04/06/brooklyn_cat_cafe.php","20160406","brooklyn cat cafe"
"brooklynheights","http://gothamist.com/2016/02/09/williamsburg_rent_blight.php","20160209","williamsburg rent blight"
"brooklynheights","http://gothamist.com/2016/01/18/mlk_jr_brooklyn_1960s.php","20160118","mlk jr brooklyn 1960s"
"brooklynheights","http://gothamist.com/2016/01/15/le_boudoir_brooklyn_heights.php","20160115","le boudoir brooklyn heights"
"brooklynheights","http://gothamist.com/2016/01/06/brooklyn_school_integration.php","20160106","brooklyn school integration"
"brooklynheights","http://gothamist.com/2015/11/24/school_zoning_integration.php","20151124","school zoning integration"
"brooklynheights","http://gothamist.com/2015/10/23/haunted_brooklyn_heights.php","20151023","haunted brooklyn heights"
"brooklynheights","http://gothamist.com/2015/10/01/schools_brooklyn_race_class.php","20151001","schools brooklyn race class"
"brooklynheights","http://gothamist.com/2015/09/22/dumbo_school_rezoning_fight.php","20150922","dumbo school rezoning fight"
"brooklynheights","http://gothamist.com/2015/08/19/everything_we_know_about_that_stran.php","20150819","everything we know about that stran"
"brooklynheights","http://gothamist.com/2015/08/18/spanish_brooklyn.php","20150818","spanish brooklyn"
"brooklynheights","http://gothamist.com/2015/08/15/brooklyn_heights_residents_freaked.php","20150815","brooklyn heights residents freaked"
"brooklynheights","http://gothamist.com/2015/08/12/carriage_house_envy.php","20150812","carriage house envy"
"brooklynheights","http://gothamist.com/2015/08/10/atlantic_pedestrian_death.php","20150810","atlantic pedestrian death"
"brownsville","http://gothamist.com/2016/12/26/rapper_troy_ave_shot.php","20161226","rapper troy ave shot"
"brownsville","http://gothamist.com/2016/11/20/brownsville_police_shooting_erickso.php","20161120","brownsville police shooting erickso"
"brownsville","http://gothamist.com/2016/09/27/elevator_shooting.php","20160927","elevator shooting"
"brownsville","http://gothamist.com/2016/09/22/brownsville_shooting_hamilton.php","20160922","brownsville shooting hamilton"
"brownsville","http://gothamist.com/2016/09/16/brownsville_gentrification_fear.php","20160916","brownsville gentrification fear"
"brownsville","http://gothamist.com/2016/09/13/brooklyn_mother_stabbed.php","20160913","brooklyn mother stabbed"
"brownsville","http://gothamist.com/2016/08/27/videos_black_teen_surrenders_as_cop.php","20160827","videos black teen surrenders as cop"
"brownsville","http://gothamist.com/2016/06/16/brooklyn_shootings.php","20160616","brooklyn shootings"
"brownsville","http://gothamist.com/2016/04/28/yeah_boyeeeeeeeeee.php","20160428","yeah boyeeeeeeeeee"
"brownsville","http://gothamist.com/2016/04/19/video_shows_shooter_repeatedly_firi.php","20160419","video shows shooter repeatedly firi"
"brownsville","http://gothamist.com/2016/03/13/queens_deli_shooting_suicide.php","20160313","queens deli shooting suicide"
"brownsville","http://gothamist.com/2016/03/01/cumbo_browmsville_rape.php","20160301","cumbo browmsville rape"
"brownsville","http://gothamist.com/2016/02/28/brooklyn_teen_cleared_of_playground.php","20160228","brooklyn teen cleared of playground"
"brownsville","http://gothamist.com/2016/02/25/brooklyn_da_will_drop_playground_ga.php","20160225","brooklyn da will drop playground ga"
"brownsville","http://gothamist.com/2016/01/14/brooklyn_gang_rape_release.php","20160114","brooklyn gang rape release"
"brownsville","http://gothamist.com/2016/01/13/rape_suspect_phone_brooklyn.php","20160113","rape suspect phone brooklyn"
"brownsville","http://gothamist.com/2016/01/12/brooklyn_gang_rape_playground.php","20160112","brooklyn gang rape playground"
"brownsville","http://gothamist.com/2016/01/11/brooklyn_gang_rape.php","20160111","brooklyn gang rape"
"brownsville","http://gothamist.com/2016/01/10/playground_rape_suspects_told_father.php","20160110","playground rape suspects told father"
"brownsville","http://gothamist.com/2015/12/04/man_shoots_ex-wife_kills_her_lover.php","20151204","man shoots ex-wife kills her lover"
"brownsville","http://gothamist.com/2015/11/28/ex-rikers_inmate_set_to_receive_450.php","20151128","ex-rikers inmate set to receive 450"
"brownsville","http://gothamist.com/2015/08/15/video_cops_looking_for_this_brookly.php","20150815","video cops looking for this brookly"
"brownsville","http://gothamist.com/2015/08/14/brooklyn_bronx_shootings.php","20150814","brooklyn bronx shootings"
"brownsville","http://gothamist.com/2015/08/05/video_cop_pullups.php","20150805","video cop pullups"
"brownsville","http://gothamist.com/2015/04/19/video_broken_windows_in_brownsville.php","20150419","video broken windows in brownsville"
"brownsville","http://gothamist.com/2015/02/28/aunt_allegedly_beat_nephew_to_death.php","20150228","aunt allegedly beat nephew to death"
"brownsville","http://gothamist.com/2015/02/27/aunt_allegedly_admits_to_beating_3-.php","20150227","aunt allegedly admits to beating 3-"
"brownsville","http://gothamist.com/2015/02/26/child_dead_brooklyn.php","20150226","child dead brooklyn"
"brownsville","http://gothamist.com/2015/02/25/4-year-old_boy_found_dead_in_brookl.php","20150225","4-year-old boy found dead in brookl"
"brownsville","http://gothamist.com/2015/02/18/cop_dog_shot_nypd.php","20150218","cop dog shot nypd"
"brownsville","http://gothamist.com/2015/02/06/obama_hony_vidal_love.php","20150206","obama hony vidal love"
"brownsville","http://gothamist.com/2015/01/30/brownsville_school_fund.php","20150130","brownsville school fund"
"brownsville","http://gothamist.com/2015/01/25/humans_of_new_york_raises_650kand_c.php","20150125","humans of new york raises 650kand c"
"brownsville","http://gothamist.com/2015/01/19/nypd_woman_sexually_assaulted_man_s.php","20150119","nypd woman sexually assaulted man s"
"brownsville","http://gothamist.com/2014/11/19/no_ebola_brooklyn.php","20141119","no ebola brooklyn"
"brownsville","http://gothamist.com/2014/11/15/man_wanted_in_cartier_heist_acciden.php","20141115","man wanted in cartier heist acciden"
"brownsville","http://gothamist.com/2014/11/01/pedestrian_fatally_struck_by_hit-an_1.php","20141101","pedestrian fatally struck by hit-an 1"
"brownsville","http://gothamist.com/2014/09/23/brooklyn_boy_shot.php","20140923","brooklyn boy shot"
"brownsville","http://gothamist.com/2014/08/30/teen_critically_injured_in_shooting.php","20140830","teen critically injured in shooting"
"brownsville","http://gothamist.com/2014/07/17/citi_bikes_abandoned_in_brooklyn.php","20140717","citi bikes abandoned in brooklyn"
"brownsville","http://gothamist.com/2014/06/16/cops_shoot_at_armed_teenager_in_bro.php","20140616","cops shoot at armed teenager in bro"
"brownsville","http://gothamist.com/2014/03/06/sexual_assault_doe.php","20140306","sexual assault doe"
"brownsville","http://gothamist.com/2014/03/05/brownsville_woman_seriously_injured.php","20140305","brownsville woman seriously injured"
"brownsville","http://gothamist.com/2014/02/18/video_suspects_in_violent_robbery_o.php","20140218","video suspects in violent robbery o"
"brownsville","http://gothamist.com/2014/01/12/teen_arrested_for_fatal_shooting_of.php","20140112","teen arrested for fatal shooting of"
"brownsville","http://gothamist.com/2014/01/08/the_nypd_is_listening_closely_to_ra.php","20140108","the nypd is listening closely to ra"
"brownsville","http://gothamist.com/2014/01/06/brooklyn_teen_shot.php","20140106","brooklyn teen shot"
"brownsville","http://gothamist.com/2013/12/31/five_shot_one_pistol-whipped_at_bro.php","20131231","five shot one pistol-whipped at bro"
"brownsville","http://gothamist.com/2013/12/20/police_officers_shoot_teen_in_brook.php","20131220","police officers shoot teen in brook"
"brownsville","http://gothamist.com/2013/12/04/man_imprisoned_for_18_years_is_paro.php","20131204","man imprisoned for 18 years is paro"
"brownsville","http://gothamist.com/2013/11/27/landlords.php","20131127","landlords"
"brownsville","http://gothamist.com/2013/11/13/nypd_turned_to_patrolman_to_create.php","20131113","nypd turned to patrolman to create"
"brownsville","http://gothamist.com/2013/10/05/father_of_fatally-shot_one-year-old.php","20131005","father of fatally-shot one-year-old"
"brownsville","http://gothamist.com/2013/09/20/video_boyfriend_suspected_of_killin.php","20130920","video boyfriend suspected of killin"
"brownsville","http://gothamist.com/2013/09/09/tearful_toddler_killer_tells_tabloi.php","20130909","tearful toddler killer tells tabloi"
"brownsville","http://gothamist.com/2013/09/07/suspect_who_shot_brooklyn_1-year-ol.php","20130907","suspect who shot brooklyn 1-year-ol"
"brownsville","http://gothamist.com/2013/09/06/two_suspects_arrested_in_shooting_o.php","20130906","two suspects arrested in shooting o"
"brownsville","http://gothamist.com/2013/09/03/father_not_cooperating_with_police.php","20130903","father not cooperating with police"
"brownsville","http://gothamist.com/2013/09/02/baby_fatally_shot_while_crossing_br.php","20130902","baby fatally shot while crossing br"
"brownsville","http://gothamist.com/2013/08/25/brooklyn_man_claims_cops_arrested_h.php","20130825","brooklyn man claims cops arrested h"
"brownsville","http://gothamist.com/2013/08/16/brooklyn_family_claims_cops_scared.php","20130816","brooklyn family claims cops scared"
"brownsville","http://gothamist.com/2013/07/06/two_young_children_in_serious_condi.php","20130706","two young children in serious condi"
"brownsville","http://gothamist.com/2013/06/23/two_cops_injured_after_driver_alleg.php","20130623","two cops injured after driver alleg"
"brownsville","http://gothamist.com/2013/06/14/livery_cab_driver_dies_after_being.php","20130614","livery cab driver dies after being"
"brownsville","http://gothamist.com/2013/06/13/skateboarder_killed_by_mta_bus_in.php","20130613","skateboarder killed by mta bus in"
"brownsville","http://gothamist.com/2013/06/10/suv_crashes_through_fence_to_hit_co.php","20130610","suv crashes through fence to hit co"
"brownsville","http://gothamist.com/2013/06/01/three_people_were_killed_in_separat.php","20130601","three people were killed in separat"
"brownsville","http://gothamist.com/2013/05/25/nypd_searching_for_man_accused_of_b.php","20130525","nypd searching for man accused of b"
"brownsville","http://gothamist.com/2013/05/11/third_grade_teacher_tells_kid_punch.php","20130511","third grade teacher tells kid punch"
"brownsville","http://gothamist.com/2013/04/05/cyclist_arrested_for_biking_on_side.php","20130405","cyclist arrested for biking on side"
"brownsville","http://gothamist.com/2013/04/05/most_of_last_years_murders_took_pla.php","20130405","most of last years murders took pla"
"brownsville","http://gothamist.com/2013/03/12/bully_shoves_disabled_girl_out_of_b.php","20130312","bully shoves disabled girl out of b"
"brownsville","http://gothamist.com/2013/02/12/armed_teenager_shot_by_police_last.php","20130212","armed teenager shot by police last"
"brownsville","http://gothamist.com/2013/02/11/man_surrenders_over_facebook_threat.php","20130211","man surrenders over facebook threat"
"brownsville","http://gothamist.com/2013/01/30/3_pedestrians_killed_in_24_hours_0.php","20130130","3 pedestrians killed in 24 hours 0"
"brownsville","http://gothamist.com/2012/11/24/cops_believe_brooklyn_teen_died_pla.php","20121124","cops believe brooklyn teen died pla"
"brownsville","http://gothamist.com/2012/10/21/pregnant_brooklyn_woman_killed_day.php","20121021","pregnant brooklyn woman killed day"
"brownsville","http://gothamist.com/2012/10/20/pregnant_brooklyn_woman_found_fatal.php","20121020","pregnant brooklyn woman found fatal"
"brownsville","http://gothamist.com/2012/08/24/13-year-old_fatally_shot_in_brookly.php","20120824","13-year-old fatally shot in brookly"
"brownsville","http://gothamist.com/2012/08/17/15-yr-old_arrested_for_shooting_fou.php","20120817","15-yr-old arrested for shooting fou"
"brownsville","http://gothamist.com/2012/08/04/arrest_in_brooklyn_shooting_that_in.php","20120804","arrest in brooklyn shooting that in"
"brownsville","http://gothamist.com/2012/07/31/video_this_car_may_have_helped_a_ch.php","20120731","video this car may have helped a ch"
"brownsville","http://gothamist.com/2012/07/30/6_shot_including_2-yr-old_13-yr-old.php","20120730","6 shot including 2-yr-old 13-yr-old"
"brownsville","http://gothamist.com/2012/07/23/man_arrested_for_killing_88-year-ol.php","20120723","man arrested for killing 88-year-ol"
"brownsville","http://gothamist.com/2012/07/09/ny_times_reminds_us_of_the_other_no.php","20120709","ny times reminds us of the other no"
"brownsville","http://gothamist.com/2012/06/12/bloomberg_expects_stop-and-frisks_t.php","20120612","bloomberg expects stop-and-frisks t"
"brownsville","http://gothamist.com/2012/06/10/mayor_bloomberg_stop-and-frisk_shou.php","20120610","mayor bloomberg stop-and-frisk shou"
"brownsville","http://gothamist.com/2012/05/08/brooklyn_parking_lot_rolldown_gate.php","20120508","brooklyn parking lot rolldown gate"
"brownsville","http://gothamist.com/2012/04/25/bodega_worker_argues_he_didnt_reall.php","20120425","bodega worker argues he didnt reall"
"brownsville","http://gothamist.com/2012/02/16/marijuana_found_in_sour_patch_candy.php","20120216","marijuana found in sour patch candy"
"brownsville","http://gothamist.com/2012/02/15/brownsville_hospital_is_dangerously.php","20120215","brownsville hospital is dangerously"
"brownsville","http://gothamist.com/2012/02/15/womans_body_found_in_laundry_bag_in.php","20120215","womans body found in laundry bag in"
"brownsville","http://gothamist.com/2012/01/15/ny_post_claims_occupation_of_forecl.php","20120115","ny post claims occupation of forecl"
"brownsville","http://gothamist.com/2011/12/14/6-month-old_found_dead_with_bruises.php","20111214","6-month-old found dead with bruises"
"brownsville","http://gothamist.com/2011/12/05/occupy_wall_street_will_tour_forecl.php","20111205","occupy wall street will tour forecl"
"brownsville","http://gothamist.com/2011/11/07/loved_ones_of_87-year-old_man_kille.php","20111107","loved ones of 87-year-old man kille"
"brownsville","http://gothamist.com/2011/11/05/nypd_vehicle_kills_87-year-old_ww_i.php","20111105","nypd vehicle kills 87-year-old ww i"
"brownsville","http://gothamist.com/2011/11/03/man_confesses_to_murdering_16-year-.php","20111103","man confesses to murdering 16-year-"
"brownsville","http://gothamist.com/2011/10/31/brownsville_gangs_getting_younger_m.php","20111031","brownsville gangs getting younger m"
"brownsville","http://gothamist.com/2011/10/30/al_sharpton_eulogizes_mother_killed.php","20111030","al sharpton eulogizes mother killed"
"brownsville","http://gothamist.com/2011/10/27/father_of_alleged_brownsville_shoot.php","20111027","father of alleged brownsville shoot"
"brownsville","http://gothamist.com/2011/10/25/teen_arrested_for_fatal_shooting_ou.php","20111025","teen arrested for fatal shooting ou"
"brownsville","http://gothamist.com/2011/10/25/state_senator_compares_violence_in.php","20111025","state senator compares violence in"
"brownsville","http://gothamist.com/2011/10/24/in_wake_of_fatal_shooting_brownsvil.php","20111024","in wake of fatal shooting brownsvil"
"brownsville","http://gothamist.com/2011/10/23/young_children_of_woman_slain_by_br.php","20111023","young children of woman slain by br"
"brownsville","http://gothamist.com/2011/10/22/pregnant_brooklyn_woman_fatally_sho.php","20111022","pregnant brooklyn woman fatally sho"
"brownsville","http://gothamist.com/2011/09/27/spurned_boyfriend_suspected_in_teen.php","20110927","spurned boyfriend suspected in teen"
"brownsville","http://gothamist.com/2011/09/19/three_dead_two_injured_in_weekend_s.php","20110919","three dead two injured in weekend s"
"brownsville","http://gothamist.com/2011/09/14/verizon_worker_electrocuted_to_deat.php","20110914","verizon worker electrocuted to deat"
"brownsville","http://gothamist.com/2011/09/06/innocent_bystander_killed_in_crown.php","20110906","innocent bystander killed in crown"
"brownsville","http://gothamist.com/2011/09/01/three_shot_including_9-yr-old_boy_i.php","20110901","three shot including 9-yr-old boy i"
"brownsville","http://gothamist.com/2011/08/11/embattled_assemblyman_and_son_shot.php","20110811","embattled assemblyman and son shot"
